iter	RMSE
414	4.475880683
415	4.463028836
416	4.452032301
417	4.450415035
418	4.43864001
419	4.427704876
420	4.4189569
421	4.413164449
422	4.405471098
423	4.403944838
424	4.393167538
425	4.3818541
426	4.373794628
427	4.372421543
428	4.366545917
429	4.365314527
430	4.354462451
431	4.350375446
432	4.34253149
433	4.32952455
434	4.324281594
435	4.315823067
436	4.306254256
437	4.299135246
438	4.290090511
439	4.281996985
440	4.272650273
441	4.269261431
442	4.265307354
443	4.256111126
444	4.244399616
445	4.232775726
446	4.231216094
447	4.219972861
448	4.210234309
449	4.203041578
450	4.190639196
451	4.178566601
452	4.170411458
453	4.157502046
454	4.1510835
455	4.139752328
456	4.130898843
457	4.129393732
458	4.122218708
459	4.112954219
460	4.103494564
461	4.102104211
462	4.093147945
463	4.085850469
464	4.078013417
465	4.065813059
466	4.064034821
467	4.062974459
468	4.05556204
469	4.053927536
470	4.046857545
471	4.035750505
472	4.029185911
473	4.021197837
474	4.016784619
475	4.007979033
476	3.999804036
477	3.998399541
478	3.996481636
479	3.987546788
480	3.980375009
481	3.972520454
482	3.963784965
483	3.962564698
484	3.9525382
485	3.947782064
486	3.941146348
487	3.93830049
488	3.936732879
489	3.93297738
490	3.925920805
491	3.925036692
492	3.92415273
493	3.915776782
494	3.908006465
495	3.906535967
496	3.901525198
497	3.899511617
498	3.890590828
499	3.889283045
500	3.883107351
501	3.87399038
502	3.866118876
503	3.859171336
504	3.850564166
505	3.845266056
506	3.843715411
507	3.83581028
508	3.82694855
509	3.823767456
510	3.816868947
511	3.812312296
512	3.800113144
513	3.794067981
514	3.789013541
515	3.781060583
516	3.774528275
517	3.76918493
518	3.76133447
519	3.760219381
520	3.749786301
521	3.746723672
522	3.737595833
523	3.734444443
524	3.733731771
525	3.731819881
526	3.730936299
527	3.723641624
528	3.714776183
529	3.706207197
530	3.705318741
531	3.697453567
532	3.691751075
533	3.690827789
534	3.688990488
535	3.68256222
536	3.675547515
537	3.67458369
538	3.668106781
539	3.667611313
540	3.657478654
541	3.649067901
542	3.643738346
543	3.642064223
544	3.64008264
545	3.630628911
546	3.623178584
547	3.617364205
548	3.616308626
549	3.615606172
550	3.604828302
551	3.596645493
552	3.595865893
553	3.589716946
554	3.588883037
555	3.581517383
556	3.575088195
557	3.570172468
558	3.569574389
559	3.55993662
560	3.554133558
561	3.545577672
562	3.544847611
563	3.543919149
564	3.539722739
565	3.531080249
566	3.523831853
567	3.523269037
568	3.522758267
569	3.51778376
570	3.509697103
571	3.507271112
572	3.498262358
573	3.4930893
574	3.488094601
575	3.4805303
576	3.473469577
577	3.472611733
578	3.471754897
579	3.465725872
580	3.4623393
581	3.457749305
582	3.451033988
583	3.443556756
584	3.434957869
585	3.430070808
586	3.429074775
587	3.423010545
588	3.416052072
589	3.409437251
590	3.40893194
591	3.402350638
592	3.396532788
593	3.393162297
594	3.392561825
595	3.388689477
596	3.379777951
597	3.378977945
598	3.378555881
599	3.378067392
600	3.370696438
601	3.365171633
602	3.356851741
603	3.350140421
604	3.343098048
605	3.33113104
606	3.322610484
607	3.312199125
608	3.306578879
609	3.302152443
610	3.293409494
611	3.285859731
612	3.281102811
613	3.277372699
614	3.272149458
615	3.268982497
616	3.258197858
617	3.257840995
618	3.248602424
619	3.248012614
620	3.24725918
621	3.238555647
622	3.231517671
623	3.222120296
624	3.214588816
625	3.209048297
626	3.20436057
627	3.198706412
628	3.197287761
629	3.196908609
630	3.192382723
631	3.185821905
632	3.1791093
633	3.170348675
634	3.167542262
635	3.160427631
636	3.151374821
637	3.146165585
638	3.136978855
639	3.13054848
640	3.129047156
641	3.122693678
642	3.116008124
643	3.113213291
644	3.106328851
645	3.101301199
646	3.094197965
647	3.087994548
648	3.082185729
649	3.080635361
650	3.074552928
651	3.067391669
652	3.061074088
653	3.054203879
654	3.045990881
655	3.045553601
656	3.040484169
657	3.037042938
658	3.036545929
659	3.028744917
660	3.023402622
661	3.020298728
662	3.0126946
663	3.00739016
664	3.004068961
665	2.998671586
666	2.993415202
667	2.987471744
668	2.983196753
669	2.982710386
670	2.97724205
671	2.972552484
672	2.965894256
673	2.959493088
674	2.95557933
675	2.951455336
676	2.945018999
677	2.939924439
678	2.933399177
679	2.932606378
680	2.926690629
681	2.922737998
682	2.917679934
683	2.913599085
684	2.907745898
685	2.903221344
686	2.902767854
687	2.896858136
688	2.895908495
689	2.894943422
690	2.886765722
691	2.881255124
692	2.873408146
693	2.869622692
694	2.86464335
695	2.860265939
696	2.853664544
697	2.848197565
698	2.844873941
699	2.839164649
700	2.833764179
701	2.826795863
702	2.826314272
703	2.821092436
704	2.818965142
705	2.812751032
706	2.810331421
707	2.808054307
708	2.803848102
709	2.796855629
710	2.791791567
711	2.787649734
712	2.783082375
713	2.782594626
714	2.779735282
715	2.776297614
716	2.775788827
717	2.769639655
718	2.765320206
719	2.758900156
720	2.752476713
721	2.746007468
722	2.741189428
723	2.737585796
724	2.733418374
725	2.726613313
726	2.726267812
727	2.722193634
728	2.720892915
729	2.719497607
730	2.719062485
731	2.71864727
732	2.716574752
733	2.716169452
734	2.708868485
735	2.702369786
736	2.700250769
737	2.697892028
738	2.69158977
739	2.687236874
740	2.682073358
741	2.677372444
742	2.671476667
743	2.665988811
744	2.665177374
745	2.658840554
746	2.652697308
747	2.644512532
748	2.637193591
749	2.630126539
750	2.625889124
751	2.624124948
752	2.623626501
753	2.617724235
754	2.612790707
755	2.607923372
756	2.602726194
757	2.599302146
758	2.594820546
759	2.588832625
760	2.584189543
761	2.577934448
762	2.575616345
763	2.572906699
764	2.572229664
765	2.567050279
766	2.563364524
767	2.557673297
768	2.553453791
769	2.548632639
770	2.546214151
771	2.540343832
772	2.539731822
773	2.534382506
774	2.529901336
775	2.528768818
776	2.52353494
777	2.520260613
778	2.514400203
779	2.509634401
780	2.507287681
781	2.5012444
782	2.496687784
783	2.492524107
784	2.484758896
785	2.479570835
786	2.473131984
787	2.468511063
788	2.461915172
789	2.457101254
790	2.456744498
791	2.45158014
792	2.447381454
793	2.444998214
794	2.43960065
795	2.433522588
796	2.431449649
797	2.42596353
798	2.422495701
799	2.419070266
800	2.414535611
801	2.411997683
802	2.407498177
803	2.403072314
804	2.399437884
805	2.392901682
806	2.389128713
807	2.383861871
808	2.379435912
809	2.374584359
810	2.373050199
811	2.370040765
812	2.365187532
813	2.361749556
814	2.355463464
815	2.350106242
816	2.343415657
817	2.340268968
818	2.335265705
819	2.332042784
820	2.327949584
821	2.324755758
822	2.317717591
823	2.313145613
824	2.306031468
825	2.301326554
826	2.297827937
827	2.293006659
828	2.286530701
829	2.282974144
830	2.277119489
831	2.271614197
832	2.267502378
833	2.264604297
834	2.259188276
835	2.254862139
836	2.251539372
837	2.248029863
838	2.24385427
839	2.239728882
840	2.236697187
841	2.232290157
842	2.230414988
843	2.228250826
844	2.223829625
845	2.220829872
846	2.218001491
847	2.215826541
848	2.213451043
849	2.209447788
850	2.207230454
851	2.203776291
852	2.200102391
853	2.195650785
854	2.190860624
855	2.188755851
856	2.185014203
857	2.182136074
858	2.181013057
859	2.179752789
860	2.176427347
861	2.172001796
862	2.166421017
863	2.163432937
864	2.160492079
865	2.159953173
866	2.15591797
867	2.154249118
868	2.150105729
869	2.145102778
870	2.141999111
871	2.136413105
872	2.131915915
873	2.127160425
874	2.122939261
875	2.119147236
876	2.116919838
877	2.116663144
878	2.1133864
879	2.110667353
880	2.108013742
881	2.105126432
882	2.10259832
883	2.102305068
884	2.09705606
885	2.096436005
886	2.093103045
887	2.090828558
888	2.084642734
889	2.08436102
890	2.08142787
891	2.078787588
892	2.074988981
893	2.070669133
894	2.066991601
895	2.065575814
896	2.060386759
897	2.059925002
898	2.056767342
899	2.054466339
900	2.050045101
901	2.043915387
902	2.041446339
903	2.039314385
904	2.035435649
905	2.033097184
906	2.032440018
907	2.029491524
908	2.02872483
909	2.024468744
910	2.021444993
911	2.020921653
912	2.017493952
913	2.017069903
914	2.014894848
915	2.007926853
916	2.005652432
917	2.002338815
918	1.99723331
919	1.992451094
920	1.987860051
921	1.983972708
922	1.982489747
923	1.97695986
924	1.97444304
925	1.971415493
926	1.967736077
927	1.962873005
928	1.960420374
929	1.958006598
930	1.955928523
931	1.952091752
932	1.94918157
933	1.948990825
934	1.944354531
935	1.93811112
936	1.93598563
937	1.932740173
938	1.928359473
939	1.927058671
940	1.923913897
941	1.921018375
942	1.918600851
943	1.917219456
944	1.912846632
945	1.911154103
946	1.910866934
947	1.907266407
948	1.905430228
949	1.904429531
950	1.902501104
951	1.897499337
952	1.8947151
953	1.894449692
954	1.89314156
955	1.887863839
956	1.886899332
957	1.884563809
958	1.882471886
959	1.879813972
960	1.877066294
961	1.874092973
962	1.868755398
963	1.865851156
964	1.863109014
965	1.860540466
966	1.857577933
967	1.853729801
968	1.851939629
969	1.848330867
970	1.846459066
971	1.843883654
972	1.840215857
973	1.836672662
974	1.833785158
975	1.831155113
976	1.82996122
977	1.827977126
978	1.824495428
979	1.822038872
980	1.819567131
981	1.81844835
982	1.81809657
983	1.816583073
984	1.815749168
985	1.813088557
986	1.811118975
987	1.808320621
988	1.804663113
989	1.801294261
990	1.799043811
991	1.795726623
992	1.792240014
993	1.788975718
994	1.786501934
995	1.784405887
996	1.780912565
997	1.777865557
998	1.775568513
999	1.772464264
